PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;79;56;14;28079056_14_6;2021;4;21;55.59;V;58.02;V;65.43;V;70.39;V;59.01;V;55.26;V;42.10;V;22.52;V;14.67;V;25.55;V;52.50;V;63.04;V;68.03;V;72.63;V;70.11;V;86.88;V;89.22;V;84.50;V;75.62;V;78.60;V;76.74;V;75.59;V;69.82;V;68.29;V
28;79;56;14;28079056_14_6;2021;4;22;81.32;V;75.23;V;72.38;V;67.65;V;72.62;V;58.95;V;48.66;V;46.53;V;37.77;V;38.88;V;45.58;N;54.34;V;67.06;V;67.96;V;68.15;V;77.78;V;71.75;V;64.55;V;59.26;V;53.35;V;42.31;V;44.50;V;31.85;V;31.40;V
28;79;56;14;28079056_14_6;2021;4;23;49.24;V;50.07;V;69.35;V;78.17;V;72.51;V;64.58;V;54.72;V;41.57;V;46.33;V;56.82;V;69.57;V;74.12;N;71.50;V;72.90;V;71.97;V;75.05;V;81.70;V;78.32;V;78.71;V;68.82;V;63.23;V;65.26;V;63.91;V;67.13;V
28;79;56;14;28079056_14_6;2021;4;24;78.99;V;82.75;V;89.59;V;87.08;V;84.80;V;87.80;V;77.28;V;68.82;V;72.31;V;80.03;V;83.02;V;86.52;V;85.91;V;82.82;V;86.21;V;84.25;V;76.80;V;77.30;V;76.18;V;72.48;V;65.22;V;53.96;V;37.76;V;49.92;V
28;79;56;14;28079056_14_6;2021;4;25;69.26;V;66.08;V;67.87;V;71.16;V;84.36;V;89.25;V;78.78;V;68.42;V;70.66;V;67.78;V;70.36;V;60.63;V;53.16;V;58.44;V;55.28;V;44.47;V;37.83;V;30.24;V;43.06;V;41.39;V;43.34;V;29.29;V;31.67;V;37.09;V
28;79;56;14;28079056_14_6;2021;4;26;44.80;V;33.77;V;40.79;V;36.31;V;31.63;V;29.39;V;14.72;V;11.73;V;11.26;V;15.90;V;21.45;V;41.23;V;60.21;V;69.29;V;84.25;V;88.87;V;90.65;V;85.77;V;80.01;V;83.23;V;68.72;V;43.41;V;52.41;V;65.20;V
28;79;56;14;28079056_14_6;2021;4;27;67.76;V;67.68;V;63.66;V;39.66;V;25.55;V;17.83;V;10.03;V;10.30;V;11.15;V;15.39;V;16.94;V;25.93;V;48.40;V;72.48;V;89.48;V;83.50;V;73.76;V;53.80;V;29.09;V;59.98;V;54.34;V;40.45;V;45.06;V;62.07;V
28;79;56;14;28079056_14_6;2021;4;28;59.29;V;48.85;V;50.41;V;36.93;V;44.64;V;30.84;V;11.36;V;10.71;V;11.48;V;14.54;V;16.80;V;37.51;N;55.36;V;68.93;V;77.06;V;74.29;V;68.81;V;73.85;V;77.02;V;73.85;V;78.43;V;74.95;V;79.07;V;83.53;V
28;79;56;14;28079056_14_6;2021;4;29;83.19;V;76.34;V;79.86;V;77.50;V;75.00;V;69.43;V;54.68;V;42.86;V;32.26;V;38.11;V;58.22;V;59.53;V;72.33;V;72.43;V;76.39;V;78.50;V;79.34;V;75.35;V;78.36;V;85.37;V;76.76;V;66.85;V;62.08;V;72.66;V
28;79;56;14;28079056_14_6;2021;4;30;73.11;V;71.10;V;62.88;V;52.45;V;61.36;V;48.80;V;17.44;V;11.21;V;14.81;V;23.96;V;39.01;V;62.83;V;79.88;V;91.72;V;94.58;V;90.78;V;90.01;V;93.02;V;89.98;V;81.27;V;70.32;V;67.22;V;64.48;V;74.38;V
28;79;57;1;28079057_1_38;2021;4;1;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;2;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;3;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;4;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;4;V;2;V
28;79;57;1;28079057_1_38;2021;4;5;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;6;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;3;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;7;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;8;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;9;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;10;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;11;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;12;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;13;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;14;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;15;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;16;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;17;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;18;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;19;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;20;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;21;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;22;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;23;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;24;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;25;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;26;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;27;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;2;V;2;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;28;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;29;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;1;28079057_1_38;2021;4;30;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;3;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;79;57;7;28079057_7_8;2021;4;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;1;V;1;V
28;79;57;7;28079057_7_8;2021;4;2;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;3;V;3;V;3;V;1;V;1;V;1;V;3;V;4;V;4;V;7;V;2;V;1;V
28;79;57;7;28079057_7_8;2021;4;3;1;V;3;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;3;V;6;V;8;V;5;V;4;V;2;V;1;V;1;V;1;V;4;V;2;V;2;V;7;V;3;V;5;V
28;79;57;7;28079057_7_8;2021;4;4;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;1;V;1;V;1;V;2;V;1;V;3;V;17;V;47;V;13;V
28;79;57;7;28079057_7_8;2021;4;5;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;5;V;6;V;5;V;4;V;4;V;7;V;7;V;6;V;4;V;3;V;2;V;2;V;2;V;1;V;1;V;1;V
28;79;57;7;28079057_7_8;2021;4;6;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;10;V;14;V;22;V;38;V;24;V;15;V;8;V;2;V;2;V;3;V;2;V;3;V;2;V;1;V;1;V;1;V
28;79;57;7;28079057_7_8;2021;4;7;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;6;V;10;V;10;V;12;V;5;V;3;V;3;V;2;V;4;V;6;V;5;V;3;V;4;V;8;V;1;V;1;V
28;79;57;7;28079057_7_8;2021;4;8;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;4;V;4;V;3;V;5;V;3;V;3;V;7;V;6;V;5;V;3;V;3;V;1;V;1;V;1;V;1;V
28;79;57;7;28079057_7_8;2021;4;9;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;4;V;3;V;2;V;3;V;3;V;4;V;4;V;4;V;5;V;5;V;4;V;4;V;3;V;1;V
28;79;57;7;28079057_7_8;2021;4;10;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;7;V;12;V;3;V;3;V;3;V;7;V;2;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V
28;79;57;7;28079057_7_8;2021;4;11;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;2;V;2;V;3;V;2;V;2;V;1;V;2;V;1;V;3;V;1;V;1;V;1;V
28;79;57;7;28079057_7_8;2021;4;12;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V;1;V;2;V;3;V;2;V;2;V;3;V;3;V;3;V;3;V
28;79;57;7;28079057_7_8;2021;4;13;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;12;V;18;V;7;V;12;V;18;V;7;V;3;V;2;V;3;V;3;V;3;V;2;V;2;V;2;V;1;V;1;V
28;79;57;7;28079057_7_8;2021;4;14;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;13;V;9;V;9;V;6;V;4;V;2;V;2;V;2;V;3;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V
28;79;57;7;28079057_7_8;2021;4;15;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;4;V;6;V;4;V;5;V;5;V;4;V;3;V;2;V;1;V;2;V;5;V;2;V;1;V;1;V;1;V
28;79;57;7;28079057_7_8;2021;4;16;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;6;V;6;V;6;V;5;V;6;V;5;V;3;V;3;V;3;V;3;V;5;V;5;V;1;V;1;V;1;V
28;79;57;7;28079057_7_8;2021;4;17;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;2;V;3;V;3;V;4;V;3;V;1;V;1;V;2;V;1;V;2;V;2;V;2;V;2;V;2;V
28;79;57;7;28079057_7_8;2021;4;18;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;4;V;1;V;1;V;2;V;2;V;3;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;79;57;7;28079057_7_8;2021;4;19;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;10;V;18;V;6;V;7;V;11;V;10;V;7;V;2;V;2;V;3;V;2;V;2;V;1;V;1;V;1;V;1;V
28;79;57;7;28079057_7_8;2021;4;20;1;V;1;V;1;V;1;V;1;V;1;V;1;V;7;V;17;V;19;V;17;V;15;V;12;V;9;V;6;V;6;V;4;V;4;V;6;V;3;V;2;V;2;V;1;V;1;V
28;79;57;7;28079057_7_8;2021;4;21;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;12;V;10;V;4;V;3;V;3;V;3;V;4;V;3;V;4;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V
28;79;57;7;28079057_7_8;2021;4;22;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;7;V;7;V;7;V;5;V;5;V;4;V;3;V;3;V;4;V;3;V;4;V;3;V;4;V;2;V;2;V;1;V
28;79;57;7;28079057_7_8;2021;4;23;1;V;1;V;1;V;1;V;1;V;1;V;1;V;4;V;5;V;5;V;2;V;2;V;7;V;3;V;1;V;1;V;1;V;1;V;3;V;2;V;1;V;1;V;1;V;1;V
28;79;57;7;28079057_7_8;2021;4;24;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;1;V;1;V;2;V;1;V;3;V;2;V;3;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V
28;79;57;7;28079057_7_8;2021;4;25;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;2;V;4;V;3;V;4;V;3;V;2;V;3;V;2;V;3;V;2;V;2;V;2;V;1;V
28;79;57;7;28079057_7_8;2021;4;26;1;V;1;V;1;V;1;V;1;V;1;V;1;V;4;V;17;V;28;V;23;V;13;V;8;V;8;V;3;V;2;V;3;V;4;V;5;V;4;V;3;V;2;V;1;V;1;V
28;79;57;7;28079057_7_8;2021;4;27;1;V;1;V;1;V;1;V;1;V;1;V;1;V;15;V;26;V;38;V;24;V;22;V;38;V;19;V;9;V;5;V;3;V;3;V;3;V;4;V;2;V;2;V;3;V;1;V
28;79;57;7;28079057_7_8;2021;4;28;1;V;1;V;1;V;1;V;1;V;1;V;3;V;12;V;24;V;22;V;27;V;44;V;28;V;4;V;4;V;3;V;3;V;3;V;3;V;2;V;1;V;1;V;1;V;1;V
28;79;57;7;28079057_7_8;2021;4;29;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;4;V;6;V;5;V;4;V;4;V;3;V;3;V;3;V;3;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V
28;79;57;7;28079057_7_8;2021;4;30;1;V;1;V;1;V;1;V;1;V;1;V;2;V;4;V;32;V;47;V;29;V;32;V;14;V;4;V;2;V;3;V;2;V;2;V;3;V;3;V;5;V;2;V;2;V;2;V
28;79;57;8;28079057_8_8;2021;4;1;10;V;13;V;9;V;7;V;6;V;8;V;9;V;14;V;16;V;19;V;15;V;13;V;13;V;9;V;8;V;7;V;8;V;8;V;9;V;12;V;23;V;39;V;31;V;21;V
28;79;57;8;28079057_8_8;2021;4;2;8;V;6;V;6;V;4;V;5;V;5;V;8;V;12;V;15;V;18;V;20;V;11;V;16;V;16;V;12;V;5;V;7;V;16;V;17;V;18;V;31;V;61;V;49;V;35;V
28;79;57;8;28079057_8_8;2021;4;3;23;V;38;V;29;V;14;V;11;V;12;V;13;V;13;V;16;V;13;V;19;V;22;V;16;V;14;V;9;V;8;V;5;V;11;V;31;V;19;V;26;V;60;V;52;V;55;V
28;79;57;8;28079057_8_8;2021;4;4;36;V;11;V;6;V;5;V;6;V;6;V;8;V;10;V;13;V;9;V;9;V;7;V;10;V;9;V;9;V;7;V;7;V;9;V;11;V;15;V;33;V;93;V;124;V;49;V
28;79;57;8;28079057_8_8;2021;4;5;10;V;8;V;7;V;6;V;7;V;9;V;16;V;30;V;44;V;29;V;20;V;16;V;17;V;23;V;29;V;27;V;20;V;17;V;15;V;19;V;29;V;33;V;50;V;44;V
28;79;57;8;28079057_8_8;2021;4;6;18;V;15;V;14;V;17;V;36;V;43;V;32;V;32;V;54;V;49;V;54;V;66;V;58;V;49;V;30;V;14;V;11;V;14;V;15;V;16;V;23;V;27;V;21;V;13;V
28;79;57;8;28079057_8_8;2021;4;7;6;V;5;V;5;V;5;V;4;V;4;V;7;V;14;V;24;V;16;V;16;V;15;V;11;V;12;V;11;V;9;V;20;V;27;V;29;V;33;V;51;V;68;V;16;V;11;V
28;79;57;8;28079057_8_8;2021;4;8;9;V;9;V;5;V;5;V;5;V;5;V;8;V;17;V;32;V;29;V;23;V;18;V;15;V;13;V;11;V;18;V;25;V;26;V;27;V;30;V;30;V;23;V;25;V;27;V
28;79;57;8;28079057_8_8;2021;4;9;11;V;15;V;11;V;12;V;8;V;9;V;16;V;16;V;29;V;43;V;47;V;31;V;20;V;20;V;21;V;19;V;17;V;19;V;18;V;18;V;24;V;38;V;31;V;19;V
28;79;57;8;28079057_8_8;2021;4;10;16;V;10;V;9;V;9;V;8;V;10;V;10;V;17;V;21;V;31;V;28;V;14;V;14;V;13;V;21;V;15;V;9;V;7;V;9;V;11;V;17;V;27;V;14;V;32;V
28;79;57;8;28079057_8_8;2021;4;11;13;V;10;V;15;V;15;V;6;V;5;V;7;V;8;V;11;V;11;V;9;V;8;V;8;V;7;V;13;V;8;V;9;V;10;V;8;V;10;V;10;V;10;V;6;V;5;V
28;79;57;8;28079057_8_8;2021;4;12;5;V;4;V;3;V;4;V;4;V;5;V;10;V;20;V;25;V;13;V;9;V;8;V;9;V;7;V;8;V;7;V;9;V;11;V;13;V;24;V;33;V;43;V;53;V;70;V
28;79;57;8;28079057_8_8;2021;4;13;53;V;18;V;12;V;11;V;11;V;12;V;19;V;41;V;57;V;49;V;29;V;43;V;47;V;25;V;20;V;18;V;19;V;17;V;17;V;16;V;17;V;17;V;13;V;11;V
28;79;57;8;28079057_8_8;2021;4;14;9;V;7;V;6;V;7;V;7;V;9;V;16;V;30;V;51;V;35;V;22;V;14;V;10;V;8;V;8;V;9;V;12;V;18;V;15;V;17;V;21;V;25;V;12;V;14;V
28;79;57;8;28079057_8_8;2021;4;15;9;V;9;V;8;V;8;V;7;V;7;V;13;V;28;V;37;V;36;V;32;V;27;V;22;V;17;V;14;V;16;V;21;V;20;V;30;V;33;V;28;V;29;V;26;V;18;V
28;79;57;8;28079057_8_8;2021;4;16;12;V;9;V;10;V;10;V;10;V;8;V;15;V;26;V;39;V;46;V;30;V;19;V;16;V;22;V;19;V;13;V;12;V;13;V;14;V;19;V;24;V;21;V;17;V;12;V
28;79;57;8;28079057_8_8;2021;4;17;7;V;6;V;5;V;5;V;6;V;6;V;8;V;13;V;16;V;10;V;11;V;11;V;13;V;18;V;13;V;11;V;11;V;12;V;11;V;14;V;19;V;24;V;25;V;31;V
28;79;57;8;28079057_8_8;2021;4;18;14;V;8;V;6;V;6;V;6;V;6;V;7;V;9;V;13;V;17;V;8;V;7;V;8;V;12;V;16;V;10;V;10;V;8;V;9;V;15;V;19;V;26;V;36;V;35;V
28;79;57;8;28079057_8_8;2021;4;19;35;V;41;V;34;V;14;V;10;V;11;V;20;V;36;V;60;V;56;V;27;V;28;V;40;V;36;V;31;V;13;V;11;V;14;V;18;V;20;V;17;V;20;V;20;V;12;V
28;79;57;8;28079057_8_8;2021;4;20;17;V;21;V;21;V;25;V;30;V;21;V;20;V;61;V;54;V;49;V;46;V;35;V;33;V;39;V;27;V;33;V;22;V;23;V;31;V;38;V;43;V;44;V;26;V;14;V
28;79;57;8;28079057_8_8;2021;4;21;12;V;8;V;6;V;7;V;6;V;12;V;36;V;43;V;44;V;29;V;15;V;10;V;9;V;14;V;23;V;18;V;17;V;15;V;15;V;14;V;17;V;20;V;13;V;11;V
28;79;57;8;28079057_8_8;2021;4;22;11;V;9;V;7;V;8;V;6;V;6;V;17;V;29;V;46;V;47;V;29;V;17;V;18;V;15;V;14;V;13;V;15;V;15;V;20;V;24;V;27;V;26;V;27;V;22;V
28;79;57;8;28079057_8_8;2021;4;23;13;V;17;V;9;V;9;V;7;V;7;V;16;V;35;V;35;V;20;V;14;V;14;V;19;V;15;V;13;V;15;V;12;V;11;V;13;V;15;V;14;V;16;V;18;V;22;V
28;79;57;8;28079057_8_8;2021;4;24;18;V;14;V;10;V;6;V;11;V;9;V;9;V;21;V;19;V;10;V;9;V;9;V;10;V;8;V;10;V;8;V;8;V;9;V;9;V;12;V;13;V;17;V;19;V;17;V
28;79;57;8;28079057_8_8;2021;4;25;14;V;10;V;7;V;9;V;4;V;7;V;6;V;8;V;8;V;10;V;10;V;13;V;26;V;22;V;23;V;25;V;25;V;22;V;15;V;21;V;24;V;41;V;20;V;15;V
28;79;57;8;28079057_8_8;2021;4;26;18;V;16;V;16;V;15;V;13;V;11;V;15;V;34;V;59;V;68;V;57;V;37;V;30;V;23;V;13;V;11;V;15;V;17;V;15;V;20;V;34;V;46;V;25;V;18;V
28;79;57;8;28079057_8_8;2021;4;27;15;V;13;V;17;V;22;V;36;V;31;V;25;V;51;V;51;V;49;V;38;V;40;V;54;V;40;V;32;V;29;V;22;V;31;V;28;V;36;V;31;V;31;V;35;V;13;V
28;79;57;8;28079057_8_8;2021;4;28;14;V;24;V;22;V;14;V;18;V;18;V;39;V;45;V;49;V;49;V;55;V;61;V;39;V;15;V;14;V;12;V;17;V;12;V;12;V;13;V;14;V;15;V;14;V;11;V
28;79;57;8;28079057_8_8;2021;4;29;9;V;7;V;5;V;7;V;6;V;7;V;13;V;27;V;37;V;36;V;28;V;20;V;14;V;13;V;10;V;11;V;10;V;10;V;10;V;11;V;14;V;15;V;17;V;13;V
28;79;57;8;28079057_8_8;2021;4;30;9;V;8;V;9;V;9;V;18;V;26;V;36;V;41;V;56;V;63;V;57;V;52;V;37;V;16;V;12;V;13;V;13;V;15;V;16;V;17;V;22;V;21;V;31;V;24;V
28;79;57;10;28079057_10_47;2021;4;1;22;V;23;V;21;V;19;V;17;V;17;V;17;V;19;V;17;V;22;V;27;V;19;V;21;V;21;V;26;V;31;V;33;V;38;V;41;V;41;V;44;V;43;V;44;V;32;V
28;79;57;10;28079057_10_47;2021;4;2;23;V;18;V;13;V;8;V;7;V;8;V;7;V;5;V;6;V;6;V;8;V;10;V;13;V;11;V;7;V;6;V;2;V;8;V;4;V;3;V;10;V;16;V;13;V;8;V
28;79;57;10;28079057_10_47;2021;4;3;9;V;5;V;10;V;16;V;12;V;12;V;9;V;8;V;8;V;12;V;16;V;20;V;20;V;19;V;32;V;16;V;28;V;20;V;24;V;29;V;28;V;28;V;35;V;39;V
28;79;57;10;28079057_10_47;2021;4;4;32;V;31;V;18;V;12;V;10;V;11;V;13;V;14;V;12;V;12;V;9;V;13;V;15;V;17;V;19;V;24;V;29;V;26;V;21;V;19;V;19;V;28;V;32;V;37;V
28;79;57;10;28079057_10_47;2021;4;5;20;V;10;V;11;V;10;V;13;V;12;V;11;V;16;V;15;V;17;V;19;V;18;V;20;V;1;N;4;N;19;N;27;N;20;N;19;V;17;V;18;V;18;V;13;V;10;V
28;79;57;10;28079057_10_47;2021;4;6;10;V;11;V;7;V;8;V;7;V;7;V;10;V;8;V;7;V;14;V;15;V;25;V;27;V;26;V;22;V;14;V;9;V;11;V;8;V;9;V;11;V;17;V;15;V;14;V
28;79;57;10;28079057_10_47;2021;4;7;12;V;10;V;11;V;9;V;8;V;5;V;5;V;8;V;9;V;10;V;9;V;11;V;11;V;10;V;12;V;13;V;7;V;13;V;13;V;18;V;19;V;26;V;25;V;18;V
28;79;57;10;28079057_10_47;2021;4;8;13;V;10;V;8;V;6;V;7;V;6;V;7;V;7;V;10;V;17;V;15;V;11;V;11;V;15;V;16;V;10;V;11;V;17;V;29;V;30;V;23;V;24;V;23;V;25;V
28;79;57;10;28079057_10_47;2021;4;9;17;V;14;V;16;V;14;V;13;V;13;V;14;V;13;V;15;V;17;V;11;V;12;V;10;V;14;V;16;V;18;V;14;V;16;V;14;V;14;V;12;V;11;V;16;V;14;V
28;79;57;10;28079057_10_47;2021;4;10;13;V;16;V;12;V;10;V;11;V;12;V;15;V;14;V;17;V;17;V;22;V;28;V;24;V;23;V;29;V;27;V;22;V;14;V;10;V;18;V;19;V;15;V;12;V;5;V
28;79;57;10;28079057_10_47;2021;4;11;7;V;6;V;5;V;5;V;5;V;6;V;1;V;1;V;2;V;4;V;1;V;1;V;1;V;2;V;5;V;6;V;6;V;5;V;4;V;2;V;2;V;6;V;4;V;1;V
